,names,state,males,females,lat,lng,total_deaths
1196,"Catoosa County, Georgia",GA,1,0,34.8776399,-85.1445279220676,1
1197,"Cedartown, Georgia",GA,1,0,34.018554,-85.25593920522498,1
1198,"Cherokee County, Georgia",GA,2,0,34.2428725,-84.4561937549523,2
1199,"Chickamauga, Georgia",GA,1,0,34.871188,-85.2907896,1
1200,"Clarkesville, Georgia",GA,1,0,34.6125971,-83.5248933,1
1201,"Claxton, Georgia",GA,1,0,32.1615815,-81.9040047,1
1202,"Clayton County, Georgia",GA,9,2,33.4362245,-84.3142675,11
1203,"Cobb, Georgia",GA,1,1,33.9373948,-84.5732006,2
1204,"Cobb County, Georgia",GA,2,1,33.915655,-84.581456285374,3
1205,"Cobb County , Georgia",GA,1,0,33.915655,-84.581456285374,1
1206,"College Park, Georgia",GA,3,0,33.6534427,-84.4493725,3
1207,"Columbus, Georgia",GA,15,5,32.4609764,-84.9877094,20
1208,"Conley, Georgia",GA,1,0,33.6358095,-84.3294395574209,1
1209,"Covington, Georgia",GA,2,0,33.5967815,-83.8601827,2
1210,"Coweta County, Georgia",GA,1,0,33.351366,-84.77989880271902,1
1211,"Crawford County, Georgia",GA,1,0,32.695324,-83.9684883309027,1
1212,"Dacula, Georgia",GA,1,1,33.9887165,-83.8979573,2
1213,"Dallas, Georgia",GA,1,0,33.917713,-84.85739062975091,1
1214,"Dalton, Georgia",GA,1,0,34.723883,-84.86855458466461,1
1215,"DeKalb, Georgia",GA,2,1,34.9711865,-85.279123,3
1216,"DeKalb County, Georgia",GA,8,2,33.79274945,-84.22015371673109,10
1217,"Decatur, Georgia",GA,4,0,33.7737582,-84.296069,4
1218,"Dekalb County, Georgia",GA,3,0,33.79274945,-84.22015371673109,3
1219,"Donalsonville, Georgia",GA,1,1,31.0404625,-84.8790911,2
1220,"East Point, Georgia",GA,4,2,33.6795531,-84.4393724,6
1221,"Elbert County, Georgia",GA,1,0,34.1106692,-82.6953123,1
1222,"Emerson, Georgia",GA,1,0,30.7760298,-83.631827,1
1223,"Fayetteville, Georgia",GA,1,0,33.4487257,-84.4549262,1
1224,"Fitzgerald, Georgia",GA,1,1,31.7149082,-83.2526545,2
1225,"Flowery Branch, Georgia",GA,1,0,34.1851017,-83.9251809,1
1226,"Forest Park, Georgia",GA,1,0,33.6220542,-84.3690918,1
1227,"Forsyth, Georgia",GA,2,0,34.2484331,-83.9748056,2
1228,"Fulton County, Georgia",GA,5,1,33.844221,-84.40353194571182,6
1229,"Gainesville, Georgia",GA,3,1,34.2435175,-83.82786602191399,4
1230,"Glenwood, Georgia",GA,1,0,33.9292825,-83.4026591,1
1231,"Griffin, Georgia",GA,3,0,33.2467807,-84.2640904,3
1232,"Grovetown, Georgia",GA,1,0,33.4504157,-82.1981764,1
1233,"Gwinnett, Georgia",GA,3,1,33.9190653,-84.0167423,4
1234,"Gwinnett County, Georgia",GA,4,1,33.95775315,-84.0424256042861,5
1235,"Hahira, Georgia",GA,1,0,30.9913064,-83.3726575,1
1236,"Hapeville, Georgia",GA,2,0,33.660109,-84.4102046,2
1237,"Hawkinsville, Georgia",GA,1,1,32.2837731,-83.4721177,2
1238,"Henry County, Georgia",GA,2,0,33.472561,-84.11966891492479,2
1239,"Homerville, Georgia",GA,1,0,31.0365983,-82.7470849,1
1240,"Houston County, Georgia",GA,2,0,32.487669,-83.6449357626543,2
1241,"Jefferson, Georgia",GA,1,1,32.9140428,-82.3089137,2
1242,"Jones County, Georgia",GA,1,0,33.013691,-83.55754716841298,1
1243,"Jonesboro, Georgia",GA,1,0,33.5215013,-84.3538128,1
1244,"LaFayette, Georgia",GA,1,0,34.7048022,-85.2818998,1
1245,"Lagrange, Georgia",GA,1,0,33.036685,-85.0328815195532,1
1246,"Lanier County, Georgia",GA,1,0,31.017897,-83.07873124642498,1
1247,"Laurens County, Georgia",GA,1,1,32.431744,-82.9230607971245,2
1248,"Leesburg, Georgia",GA,1,0,32.5362511,-84.8957642,1
1249,"Lilburn, Georgia",GA,2,0,33.8901036,-84.1429719,2
1250,"Lincoln County, Georgia",GA,1,0,33.8108325,-82.45033516423459,1
1251,"Lithonia, Georgia",GA,3,0,33.7123305,-84.1051939,3
1252,"Louisville, Georgia",GA,1,0,33.0015407,-82.4112377,1
1253,"Macon, Georgia",GA,8,2,32.8406946,-83.6324022,10
1254,"Marietta, Georgia",GA,5,5,33.952602,-84.5499327,10
1255,"McDonough, Georgia",GA,2,0,33.4473361,-84.1468616,2
1256,"Milledgeville, Georgia",GA,2,1,33.0801429,-83.2320991,3
1257,"Milton, Georgia",GA,1,0,34.1321631,-84.300666,1
1258,"Moultrie, Georgia",GA,3,0,31.1811523,-83.7878809,3
1259,"Norcross, Georgia",GA,4,0,33.9412127,-84.2135309,4
1260,"Paulding County, Georgia",GA,1,0,33.928394,-84.8866316388338,1
1261,"Perry, Georgia",GA,1,1,32.4586695,-83.7319658,2
1262,"Pickens County, Georgia",GA,1,0,34.4685,-84.48652908407401,1
1263,"Pike County, Georgia",GA,1,0,33.0885545,-84.38285753596391,1
1264,"Pooler, Georgia",GA,1,0,32.114441,-81.2197075172913,1
1265,"Quitman, Georgia",GA,1,0,31.7943293,-84.9462146,1
1266,"Richmond County, Georgia",GA,2,0,33.277089,-81.8944597,2
1267,"Richmond Hill, Georgia",GA,1,1,31.9382652,-81.3034433,2
1268,"Rincon, Georgia",GA,1,0,32.2960289,-81.2353905,1
1269,"Ringgold, Georgia",GA,1,0,34.91591,-85.1091173,1
1270,"Riverdale, Georgia",GA,1,1,33.5726113,-84.4132594,2
1271,"Roberta, Georgia",GA,1,0,32.7219973,-84.0130926,1
1272,"Rockdale County, Georgia",GA,1,0,33.6564028,-84.01174753394301,1
1273,"Rockmart, Georgia",GA,1,0,34.0026005,-85.0416133,1
1274,"Sandy Springs, Georgia",GA,3,2,33.878567,-84.44331813636359,5
1275,"Sardis, Georgia",GA,1,0,32.975157,-81.757613,1
1276,"Savannah, Georgia",GA,16,3,32.017073,-81.2906160076233,19
1277,"Smyrna, Georgia",GA,2,1,33.8839926,-84.5143761,3
1278,"Snellville, Georgia",GA,1,0,33.857328,-84.0199108,1
1279,"St Marys, Georgia",GA,1,0,30.7480875,-81.5210867270753,1
1280,"Statesboro, Georgia",GA,1,0,32.420648,-81.775859,1
1281,"Stockbridge, Georgia",GA,2,0,33.5442781,-84.2338093,2
1282,"Stone Mountain, Georgia",GA,1,0,33.8081083,-84.1701957,1
1283,"Taylor County, Georgia",GA,1,0,32.559534,-84.2450614621884,1
1284,"Thomasville, Georgia",GA,1,0,30.8365815,-83.9787808,1
1285,"Thunderbolt, Georgia",GA,1,1,32.0335445,-81.0498342,2
1286,"Tifton, Georgia",GA,2,0,31.471498,-83.48387498085661,2
1287,"Toccoa, Georgia",GA,1,3,34.5773206,-83.3323851,4
1288,"Valdosta, Georgia",GA,1,0,30.8327022,-83.2784851,1
1289,"Villa Rica, Georgia",GA,2,0,33.732052,-84.9191081,2
1290,"Walker County, Georgia",GA,1,0,34.7857337,-85.32667628776571,1
1291,"Warner Robins, Georgia",GA,6,0,32.57958945,-83.66805713140579,6
1292,"Waycross, Georgia",GA,3,0,31.2135511,-82.3540178,3
1293,"Winder, Georgia",GA,1,0,33.991042,-83.7183730117372,1
1294,"Woodstock, Georgia",GA,2,0,34.1014873,-84.5193754,2
1295,"Ashburn, Georgia",GA,0,1,31.7060134,-83.653224,1
1296,"Dawson, Georgia",GA,0,1,34.4142624,-84.019254,1
1297,"East Atlanta, Georgia",GA,0,1,33.753401,-84.3895025,1
1298,"Hinesville, Georgia",GA,0,1,31.846877,-81.5959453,1
1299,"Lawrenceville, Georgia",GA,0,1,33.9562149,-83.9879625,1
1300,"Newnan, Georgia",GA,0,1,33.3806716,-84.7996573,1
1301,"Union City, Georgia",GA,0,1,33.5870558,-84.5424299,1
1302,"Woodbury, Georgia",GA,0,1,32.9837394,-84.5827031,1
1303,"Adams County, Colorado",CO,3,1,39.8714085,-104.2701374,4
1304,"Alamosa, Colorado",CO,2,0,37.467443,-105.86829610206,2
1305,"Aspen, Colorado",CO,1,1,39.1984225,-106.840617433827,2
1306,"Aurora, Colorado",CO,10,3,39.565936,-104.744371275362,13
1307,"Boulder, Colorado",CO,3,0,40.0149856,-105.2705456,3
1308,"Cedaredge, Colorado",CO,1,0,38.9016487,-107.926454,1
1309,"Clifton, Colorado",CO,1,0,39.080548,-108.479504,1
1310,"Colorado Springs, Colorado",CO,22,4,38.8338816,-104.8213634,26
1311,"Crawford, Colorado",CO,1,0,38.7038767,-107.6089466,1
1312,"Denver, Colorado",CO,20,8,39.7391536,-104.9847034,28
1313,"Douglas County, Colorado",CO,1,0,39.34801765,-104.917086672243,1
1314,"Durango, Colorado",CO,1,0,37.2376805,-107.82228026819901,1
1315,"Edgewater, Colorado",CO,1,0,39.754808,-105.066078,1
1316,"El Paso, Colorado",CO,1,0,38.8338816,-104.8213634,1
1317,"El Paso County, Colorado",CO,1,1,38.8243655,-104.560228754984,2
1318,"Fountain, Colorado",CO,1,0,38.72483515,-104.64514200604,1
1319,"Frederick, Colorado",CO,1,0,40.0991506,-104.9371993,1
1320,"Fruita, Colorado",CO,1,0,39.1588697,-108.7289883,1
1321,"Ft Collins, Colorado",CO,1,0,40.6159185,-105.07041114130399,1
1322,"Glenwood Springs, Colorado",CO,1,0,39.53203,-107.32454076280099,1
1323,"Golden, Colorado",CO,2,0,39.743396,-105.21480660775299,2
1324,"Grand Junction, Colorado",CO,3,0,39.059542,-108.587185434739,3
1325,"Greenwood Village, Colorado",CO,1,1,39.60959,-104.929576,2
1326,"Lakewood, Colorado",CO,1,0,39.6310755,-105.11005819844699,1
1327,"Larimer County, Colorado",CO,1,0,40.6286398,-105.446270317866,1
1328,"Littleton, Colorado",CO,1,1,39.5413825,-105.10345981140499,2
1329,"Longmont, Colorado",CO,4,4,40.1529745,-105.057968824598,8
1330,"Monte Vista, Colorado",CO,1,0,37.5799013,-106.1485185,1
1331,"Montrose, Colorado",CO,1,1,38.5128765,-107.923390697403,2
1332,"Monument, Colorado",CO,1,0,39.04932405,-104.851419571497,1
1333,"Peyton, Colorado",CO,1,2,39.0288809,-104.4830238,3
1334,"Pueblo, Colorado",CO,3,0,38.2014515,-104.579887070135,3
1335,"Rye, Colorado",CO,1,2,37.9236194,-104.9302662,3
1336,"Salada, Colorado",CO,1,0,27.1699051,-98.09226310099541,1
1337,"Salida, Colorado",CO,1,0,38.5227255,-106.018125024685,1
1338,"Security Widefield, Colorado",CO,1,0,38.7064693,-104.708523867496,1
1339,"Security-Widefield, Colorado",CO,1,0,38.7490101,-104.711951452246,1
1340,"Steamboat Springs, Colorado",CO,1,0,40.484171,-106.82920806287001,1
1341,"Strasburg, Colorado",CO,1,0,39.73121,-104.349278729191,1
1342,"Sugar City, Colorado",CO,1,0,38.2319494,-103.6630011,1
1343,"Thornton, Colorado",CO,1,0,39.8680412,-104.9719243,1
1344,"Trinidad, Colorado",CO,1,1,37.1798955,-104.48151479009,2
1345,"Westminster, Colorado",CO,1,2,39.8936685,-105.072111818405,3
1346,"Woodland Park, Colorado",CO,1,0,38.9938808,-105.0569301,1
1347,"Black Forest, Colorado",CO,0,2,39.0140025,-104.7011409,2
1348,"Centennial, Colorado",CO,0,1,39.567622,-104.978108652017,1
1349,"Cortez, Colorado",CO,0,1,37.349559,-108.57116647834499,1
1350,"Eagle County, Colorado",CO,0,1,39.63719,-106.64516704926599,1
1351,"Federal Heights, Colorado",CO,0,1,39.86754425,-105.02002153860599,1
1352,"Olney Springs, Colorado",CO,0,1,38.1661162,-103.9446792,1
1353,"Advance, Missouri",MO,1,0,37.1044958,-89.9106494,1
1354,"Affton, Missouri",MO,1,0,38.5506084,-90.3331719,1
1355,"Alton, Missouri",MO,1,0,36.6942252,-91.3993039,1
1356,"Arnold, Missouri",MO,1,0,38.4328317,-90.3776187,1
1357,"Asbury, Missouri",MO,1,1,37.2744997,-94.6055102,2
1358,"Ashland, Missouri",MO,1,0,38.7744802,-92.2571304,1
1359,"Ballwin, Missouri",MO,1,0,38.5950182,-90.5469133,1
1360,"Bellefontaine Neighbors, Missouri",MO,2,0,38.7403281,-90.2265001,2
1361,"Berkeley, Missouri",MO,2,0,38.7544952,-90.3312256,2
1362,"Branson, Missouri",MO,1,2,36.6436797,-93.2185183,3
1363,"Breckenridge, Missouri",MO,1,0,39.7622337,-93.8043822,1
1364,"Cape Girardeau, Missouri",MO,6,1,37.3058839,-89.5181476,7
1365,"Clay County, Missouri",MO,2,1,39.3187409,-94.4046405,3
1366,"Climax Springs, Missouri",MO,1,1,38.1041971,-93.0501945,2
1367,"Columbia, Missouri",MO,3,0,38.9458718,-92.3276836,3
1368,"Craig, Missouri",MO,1,0,40.1947194,-95.3710903,1
1369,"Dexter, Missouri",MO,1,0,36.7958866,-89.9578688,1
1370,"Douglas County, Missouri",MO,1,0,36.931753,-92.49831279165069,1
1371,"Edgar Springs, Missouri",MO,1,0,37.7044863,-91.8665452,1
1372,"Edina, Missouri",MO,1,0,40.1675386,-92.1726821,1
1373,"Eureka, Missouri",MO,1,0,38.5025537,-90.6279044,1
1374,"Fairdealing, Missouri",MO,2,0,36.6628345,-90.616783,2
1375,"Fairview Heights, Missouri",MO,1,0,37.3886096,-79.138499,1
1376,"Ferguson, Missouri",MO,1,0,38.7442175,-90.3053915,1
1377,"Festus, Missouri",MO,1,0,38.2207112,-90.3959504,1
1378,"Florissant, Missouri",MO,2,0,38.789217,-90.322614,2
1379,"Franklin County, Missouri",MO,3,0,38.457697,-91.05245379057249,3
1380,"French Village, Missouri",MO,1,0,37.9725528,-90.3898452,1
1381,"Gladstone, Missouri",MO,1,0,39.2038918,-94.554677,1
1382,"Glasgow Village, Missouri",MO,1,0,38.753661,-90.1984434,1
1383,"Grandview, Missouri",MO,1,0,38.8858407,-94.5330096,1
1384,"Greenville, Missouri",MO,1,0,37.127274,-90.4501137,1
1385,"Hopkins, Missouri",MO,1,0,40.5508222,-94.8194151,1
1386,"Huntsville, Missouri",MO,1,0,39.4405891,-92.5451834,1
1387,"Hyde Park, Missouri",MO,1,0,38.66163075,-90.20198291625009,1
1388,"Independence, Missouri",MO,7,0,39.0911161,-94.4155068,7
1389,"Jefferson City, Missouri",MO,1,0,38.5767026,-92.1735165,1
1390,"Jennings, Missouri",MO,2,1,38.719184,-90.2611199,3
1391,"Joplin, Missouri",MO,3,0,37.0710595,-94.46060608635591,3
1392,"Kansas City, Missouri",MO,87,11,39.0844687,-94.5630298,98
1393,"Kinloch, Missouri",MO,1,0,38.7406065,-90.3253922,1
1394,"Kirkwood, Missouri",MO,1,0,38.5833862,-90.406785,1
1395,"Maywood, Missouri",MO,1,1,39.0950048,-94.4455076,2
1396,"Mineral Point, Missouri",MO,1,0,37.9447722,-90.7242964,1
1397,"Nixa, Missouri",MO,1,0,37.0433863,-93.294353,1
1398,"Noble, Missouri",MO,2,0,36.7475599,-92.5698875,2
1399,"Park Hills, Missouri",MO,2,0,37.854218,-90.5181804,2
1400,"Perryville, Missouri",MO,1,1,37.7242202,-89.8612196,2
1401,"Pike County, Missouri",MO,1,0,39.371216,-91.1729996942115,1
1402,"Riverside, Missouri",MO,1,0,38.2867212,-90.3801199,1
1403,"Senath, Missouri",MO,1,0,36.1342336,-90.1598183,1
1404,"Springfield, Missouri",MO,8,3,37.2153307,-93.2982521,11
1405,"St Louis, Missouri",MO,50,10,38.6272733,-90.1978889,60
1406,"St Louis County, Missouri",MO,1,0,46.818539,-92.094288,1
1407,"St. Charles, Missouri",MO,1,0,38.783194,-90.4823681,1
1408,"St. Louis, Missouri",MO,58,8,38.6272733,-90.1978889,66
1409,"St. Louis County, Missouri",MO,1,0,38.6388021,-90.5188674903196,1
1410,"St.Louis, Missouri",MO,1,0,38.6272733,-90.1978889,1
1411,"Steelville, Missouri",MO,1,0,37.9680999,-91.354868,1
1412,"Trenton, Missouri",MO,1,0,40.0789018,-93.6166074,1
1413,"University City, Missouri",MO,2,0,38.6558849,-90.3092813,2
1414,"Versailles, Missouri",MO,1,1,38.4314141,-92.8410274,2
1415,"Warrensburg, Missouri",MO,1,0,38.7627893,-93.7360498,1
1416,"Webster Groves, Missouri",MO,1,0,38.5864705,-90.35577873292709,1
1417,"Wentzville, Missouri",MO,1,1,38.81144,-90.8529107,2
1418,"West Plains, Missouri",MO,1,0,36.7281154,-91.8523711,1
1419,"Willow Springs, Missouri",MO,1,0,36.9922768,-91.9698742,1
1420,"Cape Girardeau County, Missouri",MO,0,1,37.3657435,-89.6451070254435,1
1421,"Eolia, Missouri",MO,0,1,39.2358794,-91.0081918,1
1422,"Hannibal, Missouri",MO,0,1,39.7083789,-91.3584816,1
1423,"Hazelwood, Missouri",MO,0,1,38.7714396,-90.3709489,1
1424,"Knob Noster, Missouri",MO,0,1,38.7666798,-93.5585458,1
1425,"Liberty, Missouri",MO,0,1,39.2461138,-94.4191177,1
1426,"Mount Vernon, Missouri",MO,0,1,37.1036666,-93.8185401,1
1427,"New London, Missouri",MO,0,1,39.5853222,-91.4009835,1
1428,"O'Fallon, Missouri",MO,0,1,38.8106075,-90.6998477,1
1429,"Raymore, Missouri",MO,0,1,38.801953,-94.4527294,1
1430,"Rogersville, Missouri",MO,0,1,37.1169951,-93.0557343,1
1431,"Sarcoxie, Missouri",MO,0,1,37.0692266,-94.1166043,1
1432,"Sikeston, Missouri",MO,0,3,36.876719,-89.5878579,3
1433,"St. Robert, Missouri",MO,0,1,37.8280961,-92.1776664,1
1434,"Afton, Virginia",VA,1,0,38.0323598,-78.839189,1
1435,"Alexandria, Virginia",VA,4,0,38.81474785,-77.0902443767923,4
1436,"Alleghany Co., Virginia",VA,1,0,37.7805575,-80.0308987256353,1
1437,"Alleghany County, Virginia",VA,1,1,37.7805575,-80.0308987256353,2
1438,"Arlington, Virginia",VA,1,1,38.8903961,-77.0841585,2
1439,"Bassett, Virginia",VA,2,1,36.7593037,-79.9903195,3
1440,"Bedford County, Virginia",VA,1,0,37.3150005,-79.56432795346721,1
1441,"Boones Mill, Virginia",VA,1,1,37.1168053,-79.9553136,2
1442,"Campbell County, Virginia",VA,1,1,37.2287445,-79.09810284662942,2
1443,"Carroll County, Virginia",VA,2,0,36.7445815,-80.7419420466228,2
1444,"Chantilly, Virginia",VA,2,1,38.8943792,-77.4305118,3
1445,"Charleston, Virginia",VA,1,0,38.3498221,-81.6326301,1
1446,"Charlottesville, Virginia",VA,2,0,38.029306,-78.4766781,2
1447,"Chesapeake, Virginia",VA,4,3,36.8190369,-76.2749399,7
1448,"Chesterfield, Virginia",VA,4,4,37.2148597,-79.9839263,8
1449,"Chesterfield County, Virginia",VA,2,0,37.3859982,-77.578509,2
1450,"Christiansburg, Virginia",VA,1,0,37.1298517,-80.4089389,1
1451,"Colonial Heights, Virginia",VA,1,0,37.244039,-77.4102607,1
1452,"Danville, Virginia",VA,3,0,36.5859718,-79.3950228,3
1453,"Dinwiddie, Virginia",VA,2,0,37.0779278,-77.586655,2
1454,"Dinwiddie County, Virginia",VA,1,0,37.0727045,-77.64801641718729,1
1455,"Ettrick, Virginia",VA,1,0,37.244418,-77.42919869099009,1
1456,"Falls Church, Virginia",VA,2,1,38.882334,-77.1710914,3
1457,"Farmville, Virginia",VA,1,0,37.3020966,-78.3919403,1
1458,"Fluvanna, Virginia",VA,1,0,37.8488527,-78.2789994,1
1459,"Fredericksburg, Virginia",VA,2,0,38.3031837,-77.4605399,2
1460,"Gladys, Virginia",VA,1,0,37.1631988,-79.0736301,1
1461,"Goochland, Virginia",VA,1,0,37.6843129,-77.885274,1
1462,"Goochland County, Virginia",VA,1,0,37.7355915,-77.9711432933034,1
1463,"Hampton, Virginia",VA,15,4,37.0298687,-76.3452218,19
1464,"Harrisonburg, Virginia",VA,1,0,38.4440835,-78.8719367,1
1465,"Henrico, Virginia",VA,3,0,37.5455191,-77.4234124,3
1466,"Henrico County, Virginia",VA,2,1,37.5455191,-77.4234124,3
1467,"Herndon, Virginia",VA,3,1,38.9695316,-77.3859479,4
1468,"Hopewell, Virginia",VA,3,2,37.3043154,-77.2872001,5
1469,"Isle of Wight, Virginia",VA,2,0,36.8953677,-76.7248143,2
1470,"Jarratt, Virginia",VA,1,0,36.8143161,-77.468313,1
1471,"King and Queen County, Virginia",VA,1,1,37.7196754,-76.8794158,2
1472,"Lake Ridge, Virginia",VA,1,0,38.687894,-77.2977618,1
1473,"Lynchburg, Virginia",VA,1,1,37.4137536,-79.1422464,2
1474,"Machipongo, Virginia",VA,1,0,37.4059695,-75.9015974,1
1475,"Manassas, Virginia",VA,1,0,38.7509488,-77.4752667,1
1476,"Martinsville, Virginia",VA,2,0,36.6915262,-79.8725386,2
1477,"Midlothian, Virginia",VA,1,0,37.5059815,-77.6491579,1
1478,"Millboro, Virginia",VA,1,0,37.975128,-79.6028226,1
1479,"Mount Vernon, Virginia",VA,1,0,38.7162643,-77.1065427552382,1
1480,"Newport News, Virginia",VA,11,1,36.9787588,-76.428003,12
1481,"Norfolk, Virginia",VA,18,0,36.8468146,-76.2852183,18
1482,"Parksley, Virginia",VA,1,0,37.7820754,-75.6535446,1
1483,"Pearisburg, Virginia",VA,1,0,37.3265112,-80.7350712,1
1484,"Penhook, Virginia",VA,1,1,36.9823655,-79.6280848,2
1485,"Petersburg, Virginia",VA,5,0,37.227928,-77.4019268,5
1486,"Pittsylvania County, Virginia",VA,1,0,36.83911675,-79.3952175896372,1
1487,"Portsmouth, Virginia",VA,5,0,36.8354258,-76.2982742,5
1488,"Pratts, Virginia",VA,1,0,38.3476292,-78.2700042,1
1489,"Prospect, Virginia",VA,2,0,37.3029279,-78.5591661,2
1490,"Pulaski, Virginia",VA,3,0,37.0580572,-80.7297289,3
1491,"Quantico, Virginia",VA,3,1,38.5228285,-77.29016705117981,4
1492,"Reston, Virginia",VA,1,0,38.9584435,-77.3582532,1
1493,"Richmond, Virginia",VA,38,1,37.541239,-77.4420183,39
1494,"Richmond County, Virginia",VA,1,0,37.9476108,-76.7161921,1
1495,"Roanoke, Virginia",VA,11,2,37.270973,-79.9414313,13
1496,"Russell County, Virginia",VA,1,0,36.9268515,-82.0730055923591,1
1497,"Salem, Virginia",VA,3,1,37.293378,-80.054667,4
1498,"Smithfield, Virginia",VA,1,0,36.9823709,-76.6310661,1
1499,"Spotsylvania , Virginia",VA,1,0,38.200965,-77.589154,1
1500,"Springfield, Virginia",VA,1,0,38.7892801,-77.1872036,1
1501,"Staunton, Virginia",VA,1,0,38.149576,-79.0716958,1
1502,"Stephens City, Virginia",VA,2,0,39.0834398,-78.2180567,2
1503,"Sterling, Virginia",VA,3,1,39.0016194,-77.4032011,4
1504,"Suffolk, Virginia",VA,6,3,36.7282096,-76.5835703,9
1505,"Sussex, Virginia",VA,1,0,36.9096897,-77.2741121,1
1506,"Sussex County, Virginia",VA,1,0,36.9076065,-77.2957550092011,1
1507,"Vienna, Virginia",VA,1,0,38.9013013,-77.2651585,1
1508,"Virginia Beach, Virginia",VA,16,1,36.7956695,-76.05105148319218,17
1509,"Washington County, Virginia",VA,1,0,36.76227,-81.954383065886,1
1510,"Woodbridge, Virginia",VA,1,0,38.6581723,-77.2497049,1
1511,"York, Virginia",VA,1,0,37.1443109,-76.3831789,1
1512,"Yorktown, Virginia",VA,1,0,37.2387577,-76.5096706,1
1513,"hampton, Virginia",VA,1,0,37.0298687,-76.3452218,1
1514,"Ashburn, Virginia",VA,0,1,39.0437192,-77.4874899,1
1515,"Botetourt, Virginia",VA,0,1,37.5520825,-79.8029569,1
1516,"Botetourt County, Virginia",VA,0,1,37.5554865,-79.7545992459847,1
1517,"Craig County, Virginia",VA,0,1,37.489433,-80.1868178994127,1
1518,"Crozet, Virginia",VA,0,1,38.0695816,-78.7005751,1
1519,"Dumfries, Virginia",VA,0,1,38.5676202,-77.3280382,1
1520,"King's Fork, Virginia",VA,0,1,36.7801495,-76.6246752,1
1521,"Loudoun County, Virginia",VA,0,1,39.0853441,-77.66528861695379,1
1522,"Stafford, Virginia",VA,0,1,38.4167265,-77.4579783,1
1523,"Yorktown , Virginia",VA,0,1,37.2387577,-76.5096706,1
1524,"Ahwatukee, Arizona",AZ,1,0,33.3417137,-111.984033,1
1525,"Apache Junction, Arizona",AZ,1,0,33.4150551,-111.5495868,1
1526,"Avondale, Arizona",AZ,3,0,33.4359181,-112.3405052,3
1527,"Buckeye, Arizona",AZ,2,0,33.426213,-112.550047978235,2
1528,"Bullhead City, Arizona",AZ,1,0,35.1230335,-114.54025319111601,1
1529,"Casa Grande, Arizona",AZ,1,2,32.8870615,-111.736270547739,3
1530,"Chandler, Arizona",AZ,3,1,33.3568555,-111.8634748,4
